ProductTitle,ProductId,price,Gender,Category,SubCategory,ProductType,Colour,Usage,Image,ImageURL
Nike Men White Cricket Shoes,1637,2999,Men,Footwear,Shoes,Sports Shoes,White,Sports,1637.jpg,http://assets.myntassets.com/v1/images/style/properties/0ac13b20762f7542baadcb2472855437_images.jpg
Rockport Men CV Wing Black Casual Shoes,15520,799,Men,Footwear,Shoes,Casual Shoes,Black,Casual,15520.jpg,http://assets.myntassets.com/v1/images/style/properties/a5f34ba3e351e71badbf97de3ae80c15_images.jpg
Puma Men's Mid Spill Black Shoe,5899,1299,Men,Footwear,Shoes,Casual Shoes,Black,Casual,5899.jpg,http://assets.myntassets.com/v1/images/style/properties/59c96d42203b9c8683b7135026adb936_images.jpg
Nike Men Air Courtballistic White Sports Shoes,12705,499,Men,Footwear,Shoes,Sports Shoes,White,Sports,12705.jpg,http://assets.myntassets.com/v1/images/style/properties/88bcb1e302eacafdfe101b3faa625659_images.jpg
Gas Men Aishley Greyish Purple Casual Shoes,26530,2299,Men,Footwear,Shoes,Casual Shoes,Purple,Casual,26530.jpg,http://assets.myntassets.com/v1/images/style/properties/fa0b8460a26ccca6d24d819a7fd5b168_images.jpg
ADIDAS Men's Ridley White Silver Shoe,6620,599,Men,Footwear,Shoes,Sports Shoes,White,Sports,6620.jpg,http://assets.myntassets.com/v1/images/style/properties/2c9af30263273a80ebe9e75c0098edc2_images.jpg
Timberland Men Light Brown Casual Shoes,22190,1199,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,22190.jpg,http://assets.myntassets.com/v1/images/style/properties/76dfcb181dd18083e724d8100eb962bc_images.jpg
Puma Men Aquil Black Sports Shoes,29124,1490,Men,Footwear,Shoes,Sports Shoes,Black,Sports,29124.jpg,http://assets.myntassets.com/v1/images/style/properties/bf4766979f5625bf20c139e574011674_images.jpg
Buckaroo Men Red Casual Shoes,40970,1399,Men,Footwear,Shoes,Casual Shoes,Red,Casual,40970.jpg,http://assets.myntassets.com/v1/images/style/properties/81b9dfee83d2f89bfed0aab9e78e6df5_images.jpg
Basics Men Orange Casual Shoes,20895,790,Men,Footwear,Shoes,Casual Shoes,Orange,Casual,20895.jpg,http://assets.myntassets.com/v1/images/style/properties/e7b1be51dbdb683f6b62b41d4d2ea683_images.jpg
ADIDAS Men Grey Sports Shoes,12957,1300,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,12957.jpg,http://assets.myntassets.com/v1/images/style/properties/285f77d54aa639885c93fbb6e886824b_images.jpg
Numero Uno Men Black Shoes,45866,869,Men,Footwear,Shoes,Casual Shoes,Black,Casual,45866.jpg,http://assets.myntassets.com/v1/images/style/properties/c15108156edb0aa796a8a5a549b5ba57_images.jpg
Arrow Men Formal Brown Shoe,23248,2299,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,23248.jpg,http://assets.myntassets.com/v1/images/style/properties/f7d8e92858d00fc9326445424a6f8e85_images.jpg
ADIDAS Men White Galaxy Elite Sports Shoes,23846,399,Men,Footwear,Shoes,Sports Shoes,White,Sports,23846.jpg,http://assets.myntassets.com/v1/images/style/properties/2b4da2df280e3672fa30e9aafe76e66c_images.jpg
Rockport Men Slatkin Grey Casual Shoes,15518,1500,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,15518.jpg,http://assets.myntassets.com/v1/images/style/properties/44f874fe55936fec7c0fe8679d435344_images.jpg
Franco Leone Men Brown Makhani Formal Shoes,44940,780,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,44940.jpg,http://assets.myntassets.com/v1/images/style/properties/f4358b5eeaa2a8e70b42db60518f59aa_images.jpg
Red Tape Men Black Sandals,24099,1499,Men,Footwear,Sandal,Sandals,Black,Casual,24099.jpg,http://assets.myntassets.com/v1/images/style/properties/2257ebd000ba5991411d496ac1211da7_images.jpg
Reebok Men Grey Ultimate Vibe Sports Shoes,43359,2695,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,43359.jpg,http://assets.myntassets.com/v1/images/style/properties/8b88871337f502b165149a9adfb23495_images.jpg
Fila Men Zoom Black Shoes,39342,1790,Men,Footwear,Shoes,Casual Shoes,Black,Casual,39342.jpg,http://assets.myntassets.com/v1/images/style/properties/6bba9c226b38d438115ac2d952ac9d5e_images.jpg
Coolers Men Black Sandals,44518,599,Men,Footwear,Sandal,Sandals,Black,Casual,44518.jpg,http://assets.myntassets.com/v1/images/style/properties/1fe643f6730e29abcd819395dfb9ff92_images.jpg
Nike Men Zoom Hyperenforcer White Sports Shoes,36138,1399,Men,Footwear,Shoes,Sports Shoes,White,Sports,36138.jpg,http://assets.myntassets.com/v1/images/style/properties/48a23490d5375c27ac130c606f4213b9_images.jpg
Numero Uno Men White Shoes,24260,699,Men,Footwear,Shoes,Casual Shoes,White,Casual,24260.jpg,http://assets.myntassets.com/v1/images/style/properties/201ee2059f025456791058e25fd72c4b_images.jpg
ID Men Blue Shoes,26537,1299,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,26537.jpg,http://assets.myntassets.com/v1/images/style/properties/76c2efe5347ad2bd76f401afa9aef090_images.jpg
ADIDAS Men's Morin Black Shoe,6627,1299,Men,Footwear,Shoes,Sports Shoes,Black,Sports,6627.jpg,http://assets.myntassets.com/v1/images/style/properties/d4a5a7db2b73ce5edd246dd2a7f5e70f_images.jpg
Timberland Men Brown Casual Shoes,22197,1599,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,22197.jpg,http://assets.myntassets.com/v1/images/style/properties/012a3c034f69c794277712a2904a629f_images.jpg
GAS Men Grey Skate 002 Shoes,17042,1299,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,17042.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-White---Grey-Shoes_c9ac34e9a949fe81422026dfc24cebdf_images.jpg
Fila Men's Phoenix Black White Shoe,4342,1599,Men,Footwear,Shoes,Sports Shoes,Black,Sports,4342.jpg,http://assets.myntassets.com/v1/images/style/properties/e768f4ef962232b52ad4c1b2ac7331fe_images.jpg
Lee Cooper Men Black Shoe,5290,1699,Men,Footwear,Shoes,Formal Shoes,Black,Formal,5290.jpg,http://assets.myntassets.com/v1/images/style/properties/30826a489f3fb44e19fac8f68a5fdcbf_images.jpg
Clarks Men Rocco Fuse Black Leather Black Casual Shoes,10267,699,Men,Footwear,Shoes,Casual Shoes,Black,Casual,10267.jpg,http://assets.myntassets.com/v1/images/style/properties/5040e0c7e82dcc67e1c0a42ee04eb519_images.jpg
ADIDAS Men Navy Blue Sandals,3503,1949,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Casual,3503.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Spry-Navy-Yellow-Sandal_809772c91b008543bbf5b2976a750b92_images.jpg
Buckaroo Men Victor Black Formal Shoes,9039,2317,Men,Footwear,Shoes,Formal Shoes,Black,Formal,9039.jpg,http://assets.myntassets.com/v1/images/style/properties/a6b18114bdf93ad684db5ceff4207821_images.jpg
ADIDAS Men Allegra White Sports Shoes,12968,1990,Men,Footwear,Shoes,Sports Shoes,White,Sports,12968.jpg,http://assets.myntassets.com/v1/images/style/properties/2a3a255932bd37e5bfc6799552e12527_images.jpg
Gas Men Europa Blue Shoes,39987,1299,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,39987.jpg,http://assets.myntassets.com/v1/images/style/properties/de3bcbc7fc0f6e4ad83fa6c9a3ce89b8_images.jpg
Playboy Men Brown Shoes,32553,1699,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,32553.jpg,http://assets.myntassets.com/v1/images/style/properties/cc952bb5bd61f38e58758e8d2bc27820_images.jpg
Puma Men's Tarun White Navy Silver Red Shoe,4514,1049,Men,Footwear,Shoes,Sports Shoes,White,Sports,4514.jpg,http://assets.myntassets.com/v1/images/style/properties/a2fdddec353fbe8c390b0bcb09105c33_images.jpg
Red Tape Men's Black Slip-On Formal Shoe,7391,2999,Men,Footwear,Shoes,Formal Shoes,Black,Formal,7391.jpg,http://assets.myntassets.com/v1/images/style/properties/296ac470d429413d69d62e8105a8d6cb_images.jpg
Numero Uno Men Black Casual Shoes,13072,1199,Men,Footwear,Shoes,Casual Shoes,Black,Casual,13072.jpg,http://assets.myntassets.com/v1/images/style/properties/2fc766a7415035d5855a236326c01366_images.jpg
Reebok Men's Trail Mud Slinger Black Blue Shoe,5600,2899,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,5600.jpg,http://assets.myntassets.com/v1/images/style/properties/c56c66b0cc2eb62cb34bfa06e3196154_images.jpg
Fila Men Hawai Blue Flip Flops,15385,299,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,15385.jpg,http://assets.myntassets.com/v1/images/style/properties/FILA-Men-Flip-Flops_14793950c89a306fd27bbff93f7b7fcc_images.jpg
Gas Men Brown Lear Shoes,39973,1299,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,39973.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-Brown-Lear-Shoes_8d7f627491e0cc2c8de97c95ca634d5d_images.jpg
Estd. 1977 Men Yellow & Brown Sandals,41869,2390,Men,Footwear,Sandal,Sandals,Yellow,Casual,41869.jpg,http://assets.myntassets.com/v1/images/style/properties/d27dbd8e9666b9af2d72fbfde315f76d_images.jpg
Lotto Men Navy Blue Flip Flops,44715,1449,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,44715.jpg,http://assets.myntassets.com/v1/images/style/properties/ecca5b63a81ffb22a8b30c1674a7ddf0_images.jpg
Lotto Men Ridge Black Sandals,33647,1499,Men,Footwear,Sandal,Sandals,Black,Casual,33647.jpg,http://assets.myntassets.com/v1/images/style/properties/48443163ef5c78260904604d1d16713c_images.jpg
Red Tape Men's Black Casual Shoe,7365,1499,Men,Footwear,Shoes,Casual Shoes,Black,Casual,7365.jpg,http://assets.myntassets.com/v1/images/style/properties/d648df96e206c445198d2cb32d27b8a4_images.jpg
Lotto Men Earth Brown Slipper,16732,599,Men,Footwear,Flip Flops,Flip Flops,Brown,Casual,16732.jpg,http://assets.myntassets.com/v1/images/style/properties/c9858c6e801580d97e523d2b1203b47c_images.jpg
Franco Leone Men Brown Shoes,47190,1799,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,47190.jpg,http://assets.myntassets.com/v1/images/style/properties/77d7bccf564d9807859c6841037f4112_images.jpg
Rockport Men D2N Desert Boot Dark Brown Shoe,4184,1299,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,4184.jpg,http://assets.myntassets.com/v1/images/style/properties/41463f5979dca81447ed51fbe146ead7_images.jpg
ADIDAS Men Mars White Sports Shoes,42086,1499,Men,Footwear,Shoes,Sports Shoes,White,Sports,42086.jpg,http://assets.myntassets.com/v1/images/style/properties/554d13072770bf16a010c4f6212da393_images.jpg
Timberland Men Navy Blue Casual Shoes,22163,1599,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,22163.jpg,http://assets.myntassets.com/v1/images/style/properties/718cc29c21bae96c4a6766bc3c0ecf1d_images.jpg
Enroute Men Leather Brown Sandals,16164,999,Men,Footwear,Sandal,Sandals,Brown,Casual,16164.jpg,http://assets.myntassets.com/v1/images/style/properties/58562d18360239a4ccfdef289cecffc6_images.jpg
Clarks Men Unstructured Leather Brown Sandals,10293,1790,Men,Footwear,Sandal,Sandals,Brown,Casual,10293.jpg,http://assets.myntassets.com/v1/images/style/properties/566b15c0f837887c3b42c3e1dae8605a_images.jpg
Rockport Men's Tyson Black Shoe,4179,1699,Men,Footwear,Shoes,Formal Shoes,Black,Formal,4179.jpg,http://assets.myntassets.com/v1/images/style/properties/3b94b896182e9eb5cb6cc4aa5be6801a_images.jpg
Vans Men Green & Grey Era Shoes,49493,1299,Men,Footwear,Shoes,Casual Shoes,Green,Casual,49493.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Green---Grey-Era-Shoes_8986f3f6b75ac9b2fd47fb20f22d770d_images.jpg
Vans Men Fontana White Shoes,29576,1099,Men,Footwear,Shoes,Casual Shoes,White,Casual,29576.jpg,http://assets.myntassets.com/v1/images/style/properties/7af1319c8a48caac17777b1efc0cb831_images.jpg
Puma Men Yacht L Red Casual Shoes,9202,2299,Men,Footwear,Shoes,Casual Shoes,Red,Casual,9202.jpg,http://assets.myntassets.com/v1/images/style/properties/6e70da257e2040ff7823c9e9da1b5a87_images.jpg
Fila Men Drop Needle Black Slippers,18655,1049,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,18655.jpg,http://assets.myntassets.com/v1/images/style/properties/914b05f0e6f80353629d2eb59a0b2518_images.jpg
Red Tape Men Brown Shoes,7398,799,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,7398.jpg,http://assets.myntassets.com/v1/images/style/properties/3de65566d817f454427054e97487d2c5_images.jpg
Buckaroo Men loma Brown Casual Shoes,9030,1599,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,9030.jpg,http://assets.myntassets.com/v1/images/style/properties/71a4e1fa5abfa2146a0ebea59b723d5d_images.jpg
ADIDAS Men Casual Brown Sandals,12961,1999,Men,Footwear,Sandal,Sandals,Brown,Casual,12961.jpg,http://assets.myntassets.com/v1/images/style/properties/cd86abdee8834de4aa0447b73cdcdd0c_images.jpg
Fila Men Coloda Grey Sports Shoes,15378,999,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,15378.jpg,http://assets.myntassets.com/v1/images/style/properties/2b6a95deedb1c844304a7f948250af68_images.jpg
Franco Leone Men Dark Brown Formal Shoes,47199,1099,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,47199.jpg,http://assets.myntassets.com/v1/images/style/properties/Franco-Leone-Men-Dark-Brown-Formal-Shoes_a6960feb0858f028113fe4f768fd9aa7_images.jpg
Puma Men Duncan Multi Slipper,18493,299,Men,Footwear,Sandal,Sandals,Multi,Casual,18493.jpg,http://assets.myntassets.com/v1/images/style/properties/59adcc25bc20fb817f5917d74fed0aca_images.jpg
ADIDAS Men Receptor Navy Sports Sandals,5609,950,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Casual,5609.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Receptor-Navy-Sports-Sandals_c52fff61c336160cdbfbe954cb1d12ed_images.jpg
Nike Men Lunar Flow Black Casual Shoes,28662,1199,Men,Footwear,Shoes,Casual Shoes,Black,Casual,28662.jpg,http://assets.myntassets.com/v1/images/style/properties/46633b882cd1a13c3b54b6b028345533_images.jpg
Clarks Men Navy Leather Sneakers,50778,1099,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,50778.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Navy-ORSON-LACE-LEATHER-Casual-Shoes_ab896b7d68b6b57dbef40d426819d6b8_images.jpg
Lee Cooper Men White Sports Shoes,41438,1200,Men,Footwear,Shoes,Sports Shoes,White,Casual,41438.jpg,http://assets.myntassets.com/v1/images/style/properties/00151ff747ecd0822548bc03eae08649_images.jpg
Ganuchi Men Casual Brown Sandals,11946,1499,Men,Footwear,Sandal,Sandals,Brown,Casual,11946.jpg,http://assets.myntassets.com/v1/images/style/properties/ecd25a12d12fee2264083bec8b7ed930_images.jpg
Fila Men Hitech White Sports Shoes,23884,600,Men,Footwear,Shoes,Sports Shoes,White,Sports,23884.jpg,http://assets.myntassets.com/v1/images/style/properties/6b1d5e664a4dfdfac8ab8f5587257285_images.jpg
Carlton London Men Semi oxfords Black Casual Shoes,10635,1170,Men,Footwear,Shoes,Casual Shoes,Black,Casual,10635.jpg,http://assets.myntassets.com/v1/images/style/properties/412580b9038a38e27506054eac80a836_images.jpg
Lotto Men Atlantica White Sports Shoe,17410,1299,Men,Footwear,Shoes,Sports Shoes,White,Sports,17410.jpg,http://assets.myntassets.com/v1/images/style/properties/082147936cb571867ca64b0d078f659d_images.jpg
ADIDAS Men Blue Sports Shoes,46080,899,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,46080.jpg,http://assets.myntassets.com/v1/images/style/properties/98648296abe452350f67540957a1c0cc_images.jpg
Puma Men's Faas Grey Shoes,4522,990,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,4522.jpg,http://assets.myntassets.com/v1/images/style/properties/437ba16eb3cd98b8f0766a1f7be7ba2a_images.jpg
Arrow Men Black Formal Shoes,45605,1600,Men,Footwear,Shoes,Formal Shoes,Black,Formal,45605.jpg,http://assets.myntassets.com/v1/images/style/properties/a05fe01290b257157bc99ca67515ad3e_images.jpg
Fila Men Glam II Multi Coloured Shoes,32757,1795,Men,Footwear,Shoes,Casual Shoes,Multi,Casual,32757.jpg,http://assets.myntassets.com/v1/images/style/properties/79bf7d8999eeeabe2470ebff7e3a6b9f_images.jpg
Cobblerz Men Black Formal Shoes,33685,3900,Men,Footwear,Shoes,Formal Shoes,Black,Formal,33685.jpg,http://assets.myntassets.com/v1/images/style/properties/b3f685b0647893db1800788d924c9f24_images.jpg
Nike Men Wardour Chukka White Casual Shoes,42044,1299,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,42044.jpg,http://assets.myntassets.com/v1/images/style/properties/2819f41dd9685b02ece177ea8b74afb2_images.jpg
Numero Uno Men Green Casual Shoes,24256,1390,Men,Footwear,Shoes,Casual Shoes,Green,Casual,24256.jpg,http://assets.myntassets.com/v1/images/style/properties/2ab9915265f0498a4adf481c64160b8a_images.jpg
Vans Men Navy Blue Michoacan Shoes,42276,1199,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,42276.jpg,http://assets.myntassets.com/v1/images/style/properties/2e83d57a194c3ca14466b5e46b9e81cc_images.jpg
Nike Men's Lunarswift Blue Shoe,3151,399,Men,Footwear,Shoes,Sports Shoes,Blue,Sports,3151.jpg,http://assets.myntassets.com/v1/images/style/properties/7ee77f6e00c30da7cd5a1b3d93fe5943_images.jpg
Red Tape Men Brown Shoes,12506,1299,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,12506.jpg,http://assets.myntassets.com/v1/images/style/properties/79b4ee762c04f387ec9a310537adb0ca_images.jpg
Lotto Men's Bavarian Black Yellow Flip Flop,6423,990,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,6423.jpg,http://assets.myntassets.com/v1/images/style/properties/8e32c33844c56ea0eab61b9e3631795e_images.jpg
Fila Men Glam Black Casual Shoes,11979,749,Men,Footwear,Shoes,Casual Shoes,Black,Casual,11979.jpg,http://assets.myntassets.com/v1/images/style/properties/f7f6a5fb69c690023ef5fc3c5c3c39be_images.jpg
Reebok Men Reeflex Run White Sports Shoes,10097,1299,Men,Footwear,Shoes,Sports Shoes,White,Sports,10097.jpg,http://assets.myntassets.com/v1/images/style/properties/a947ceec9e8c493229417e1a1390417e_images.jpg
Reebok Men Black Fuel Extreme Sports Shoes,43350,1699,Men,Footwear,Shoes,Sports Shoes,Black,Sports,43350.jpg,http://assets.myntassets.com/v1/images/style/properties/8735e7bb7c0f6bba6ba42c2249a56817_images.jpg
Enroute Men Leather Brown Formal Shoes,16152,1749,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,16152.jpg,http://assets.myntassets.com/v1/images/style/properties/2ba5a829cc364c32b327839a47f43e8e_images.jpg
Red Chief Men Mushroom Brown Shoes,50747,1290,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Casual,50747.jpg,http://assets.myntassets.com/v1/images/style/properties/7a499301c721666d3243360e3e437091_images.jpg
Nike Men Dunk High Maroon Shoes,36131,999,Men,Footwear,Shoes,Casual Shoes,Maroon,Casual,36131.jpg,http://assets.myntassets.com/v1/images/style/properties/619f32e4177a1dc98bdf266cefb0f4c8_images.jpg
GAS Men Brown Namib Shoes,39945,1500,Men,Footwear,Shoes,Casual Shoes,Brown,Casual,39945.jpg,http://assets.myntassets.com/v1/images/style/properties/9791ef9c6d02e740a8420299b8f02662_images.jpg
ADIDAS Men Star Story Blue Flip Flops,21186,2699,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,21186.jpg,http://assets.myntassets.com/v1/images/style/properties/e62c55a04b18b09939898571a2cc9258_images.jpg
Coolers Men Black Sandals,44511,2599,Men,Footwear,Sandal,Sandals,Black,Casual,44511.jpg,http://assets.myntassets.com/v1/images/style/properties/cb019afbcebf61a9fae59ba48f0a6ee3_images.jpg
Fila Men Stradd White Casual Shoes,20868,1799,Men,Footwear,Shoes,Casual Shoes,White,Casual,20868.jpg,http://assets.myntassets.com/v1/images/style/properties/4f9f3dde2d270ae1611ea25b98f805d9_images.jpg
Nike Men Capri II Mid Grey Casual Shoes,22703,1499,Men,Footwear,Shoes,Casual Shoes,Grey,Casual,22703.jpg,http://assets.myntassets.com/v1/images/style/properties/f06b700ed9a5c0fb40e3d8c49d2b4efd_images.jpg
Gliders Men Brown Sandals,35586,795,Men,Footwear,Sandal,Sandals,Brown,Casual,35586.jpg,http://assets.myntassets.com/v1/images/style/properties/Gliders-Men-Sandals_4a43911cb2cbea8fe371e01243a0edbe_images.jpg
Kalenji Kiprun 1000 Whi/ Blue 2011,5404,1799,Men,Footwear,Shoes,Sports Shoes,White,Sports,5404.jpg,http://assets.myntassets.com/v1/images/style/properties/fa523afb4c2f1ee300b0b0267e0e0dd9_images.jpg
Ganuchi Men Casual Tan Sandals,11941,949,Men,Footwear,Sandal,Sandals,Tan,Casual,11941.jpg,http://assets.myntassets.com/v1/images/style/properties/a595f061ad81d715cccb4cf4d6a5fe9d_images.jpg
ADIDAS Men Brown Zapotec Shoes,42088,1390,Men,Footwear,Shoes,Sports Shoes,Brown,Sports,42088.jpg,http://assets.myntassets.com/v1/images/style/properties/2b2ccb96bc63978df5e2048b9c3e1958_images.jpg
Nike Men Lunarglide+ 3 White Sports Shoe,19310,1299,Men,Footwear,Shoes,Sports Shoes,White,Sports,19310.jpg,http://assets.myntassets.com/v1/images/style/properties/f9224900952588d6eb8c8dbd8bc6410e_images.jpg
Lotto Men XL Water Man White Slippers,19122,4199,Men,Footwear,Flip Flops,Flip Flops,White,Casual,19122.jpg,http://assets.myntassets.com/v1/images/style/properties/15e0953c017540f7644199f7181db74f_images.jpg
Reebok Men Blue Possession Flip Flops,43368,169,Men,Footwear,Flip Flops,Flip Flops,Blue,Casual,43368.jpg,http://assets.myntassets.com/v1/images/style/properties/f07545fc41f9696be5a669176a6cdff9_images.jpg
Puma Men Daemon White Sports Shoes,18494,1999,Men,Footwear,Shoes,Sports Shoes,White,Sports,18494.jpg,http://assets.myntassets.com/v1/images/style/properties/cbd54b9ca8c62d49c2c2cb8152777864_images.jpg
Estd. 1977 Men Red & Brown Sandals,41867,999,Men,Footwear,Sandal,Sandals,Red,Casual,41867.jpg,http://assets.myntassets.com/v1/images/style/properties/43db177ea76d2f7a1c6ba451fa94200a_images.jpg
Coolers Men Black Sandals,44529,1899,Men,Footwear,Sandal,Sandals,Black,Casual,44529.jpg,http://assets.myntassets.com/v1/images/style/properties/Coolers-Men-Black-Sandals_d48cb0b603c630533c0a967fe23476c2_images.jpg
Lotto Men Stride Black Sandals,33649,2900,Men,Footwear,Sandal,Sandals,Black,Casual,33649.jpg,http://assets.myntassets.com/v1/images/style/properties/070b37867589cbef2dbcc9da03d757ea_images.jpg
Buckaroo Men Medina Black Formal Shoes,9037,1790,Men,Footwear,Shoes,Formal Shoes,Black,Formal,9037.jpg,http://assets.myntassets.com/v1/images/style/properties/a8ac7df8dc72daebf55abfb65c363671_images.jpg
ADIDAS Men Snova Glide Grey Sports Shoes,12966,1599,Men,Footwear,Shoes,Sports Shoes,Grey,Sports,12966.jpg,http://assets.myntassets.com/v1/images/style/properties/00aa23eeb6dfa9fa2f77ab5d01e04e8f_images.jpg
Gas Men Skate Blue Shoes,39989,1299,Men,Footwear,Shoes,Casual Shoes,Blue,Casual,39989.jpg,http://assets.myntassets.com/v1/images/style/properties/685c0dd339e58d20bd23e8f23a122f7f_images.jpg
Puma Men SL Tech Lo NM Basic Black Casual Shoes,9205,1495,Men,Footwear,Shoes,Casual Shoes,Black,Casual,9205.jpg,http://assets.myntassets.com/v1/images/style/properties/e4b0626410783b1adc96db55574959dc_images.jpg
Vans Men Navy Blue Shoes,49494,699,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,49494.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Navy-Blue-Chukka-Boots_68bdb21782c59584f77fc80d9f2413b8_images.jpg
ID Men White & Black Shoes,26539,1499,Men,Footwear,Shoes,Casual Shoes,White,Casual,26539.jpg,http://assets.myntassets.com/v1/images/style/properties/aebcef2573afb1f229353e0680b81959_images.jpg
Fila Men Cavier White Sports Shoes,23877,1799,Men,Footwear,Shoes,Sports Shoes,White,Sports,23877.jpg,http://assets.myntassets.com/v1/images/style/properties/68b17ba79c69ba59f3033d921c8a59a9_images.jpg
Vans Men Classic Slip-On Navy Blue Shoes,29571,4299,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,29571.jpg,http://assets.myntassets.com/v1/images/style/properties/61ff6d0a5a90c48fe528ddeada916425_images.jpg
Timberland Men Black Casual Shoes,22199,999,Men,Footwear,Shoes,Casual Shoes,Black,Casual,22199.jpg,http://assets.myntassets.com/v1/images/style/properties/4848cfb30ff987fee622b21322e4451b_images.jpg
ADIDAS Men's Galvin White Silver Black Shoe,6629,2799,Men,Footwear,Shoes,Sports Shoes,White,Sports,6629.jpg,http://assets.myntassets.com/v1/images/style/properties/3d67098ff0b7461cd8c4d35ed605695c_images.jpg
Gas Men Skate Green Casual Shoes,22536,1990,Men,Footwear,Shoes,Casual Shoes,Green,Casual,22536.jpg,http://assets.myntassets.com/v1/images/style/properties/9158e03588d188017e4ea8a8f45c2d5a_images.jpg
Estd. 1977 Men Brown Sandals,41858,2699,Men,Footwear,Sandal,Sandals,Brown,Casual,41858.jpg,http://assets.myntassets.com/v1/images/style/properties/9efd7ae56fafd8f9e64f3829d9d3ca0c_images.jpg
ADIDAS Men Adi Stars Tread Yellow Flip Flops,21181,1995,Men,Footwear,Flip Flops,Flip Flops,Yellow,Casual,21181.jpg,http://assets.myntassets.com/v1/images/style/properties/fc8aa316b1055183689cf6f1487f911a_images.jpg
Gas Men Navy Blue Shoes,39942,1249,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Casual,39942.jpg,http://assets.myntassets.com/v1/images/style/properties/d039d725e9893e24fd9f021de968a920_images.jpg
Coolers Men Black Pokar Flip Flops,44516,2599,Men,Footwear,Flip Flops,Flip Flops,Black,Casual,44516.jpg,http://assets.myntassets.com/v1/images/style/properties/Coolers-Men-POKAR-Black-Flip-Flops_ee113772a64e396ec9166036cdf547c0_images.jpg
Puma Men Cabana Racer Sketch White Sports Shoes,8912,1799,Men,Footwear,Shoes,Sports Shoes,White,Sports,8912.jpg,http://assets.myntassets.com/v1/images/style/properties/043071beb363cc49b9be54743ddf8ff6_images.jpg
Nike Men Capri II Mid White Casual Shoes,22704,1900,Men,Footwear,Shoes,Casual Shoes,White,Casual,22704.jpg,http://assets.myntassets.com/v1/images/style/properties/976afdd1471339064495b533489e41bf_images.jpg
Puma Men Coupe Black Sandal,16969,1099,Men,Footwear,Sandal,Sandals,Black,Casual,16969.jpg,http://assets.myntassets.com/v1/images/style/properties/efca982ea19c2521dda37ed9fb603799_images.jpg
Reebok Men Black Ultimate Vibe Sports Shoes,43357,699,Men,Footwear,Shoes,Sports Shoes,Black,Sports,43357.jpg,http://assets.myntassets.com/v1/images/style/properties/44010cc893bc40d8ac8e9a94c67dc1d4_images.jpg
Enroute Men Leather Brown Formal Shoes,16155,1799,Men,Footwear,Shoes,Formal Shoes,Brown,Formal,16155.jpg,http://assets.myntassets.com/v1/images/style/properties/0bfd0d3daf35ed10a922ec248548470f_images.jpg
